comentario,tokens_limpios,features
"Compacto, facil de usar y protege aunque poco contenido para el precio.","['compacto', 'facil', 'usar', 'protege', 'aunque', 'contenido', 'precio']",[0. 0. 0. ... 0. 0. 0.]
Es de buena calidad pero creo que es recomendable para piel seca a mixta y no tanto la piel grasa.,"['buena', 'calidad', 'creo', 'recomendable', 'piel', 'seca', 'mixta', 'piel', 'grasa']",[0. 0. 0. ... 0. 0. 0.]
Buen empaque y entregado en el tiempo indicado con los cuidados debidos,"['buen', 'empaque', 'entregado', 'tiempo', 'indicado', 'cuidados', 'debidos']",[0. 0. 0. ... 0. 0. 0.]
"Es no comedogenico, apto para piel sensible con rosácea, pero deja el rostro brillante.","['comedogenico', 'apto', 'piel', 'sensible', 'rosácea', 'deja', 'rostro', 'brillante']",[0. 0. 0. ... 0. 0. 0.]
"Lo estaré probando que tal, antes usaba solo el fusión water","['probando', 'tal', 'usaba', 'solo', 'fusión', 'water']",[0. 0. 0. ... 0. 0. 0.]
"Buenísimo, en especial para mí tipo de piel","['buenísimo', 'especial', 'tipo', 'piel']",[0. 0. 0. ... 0. 0. 0.]
Es lo máximo. Su uso me encanta por ser bruma con un toque estoy protegida al minuto y al mínimo esfuerzo,"['máximo', 'uso', 'encanta', 'ser', 'bruma', 'toque', 'protegida', 'minuto', 'mínimo', 'esfuerzo']",[0. 0. 0. ... 0. 0. 0.]
me encanto pero viene poco producto para lo que vale,"['encanto', 'viene', 'producto', 'vale']",[0. 0. 0. ... 0. 0. 0.]
Es practico de usar y me gusta la calidad,"['practico', 'usar', 'gusta', 'calidad']",[0. 0. 0. ... 0. 0. 0.]
Buena calidad. El tamaño igual a la de la foto,"['buena', 'calidad', 'tamaño', 'igual', 'foto']",[0. 0. 0. ... 0. 0. 0.]
De lejos el mejor bloqueador solar del mercado.,"['lejos', 'mejor', 'bloqueador', 'solar', 'mercado']",[0. 0. 0. ... 0. 0. 0.]
"No te deja la cara brillosa, se mantiene el efecto mate!","['deja', 'cara', 'brillosa', 'mantiene', 'efecto', 'mate']",[0. 0. 0. ... 0. 0. 0.]
"La bruma es perfecta para retocar el bloqueador durante el día incluso si estamos maquilladas, la cantidad que sale es perfecta y no deja residuos, además es perfecta para llevar en nuestra cartera puesto que no pesa.","['bruma', 'perfecta', 'retocar', 'bloqueador', 'día', 'incluso', 'si', 'maquilladas', 'cantidad', 'sale', 'perfecta', 'deja', 'residuos', 'además', 'perfecta', 'llevar', 'cartera', 'puesto', 'pesa']",[0. 0. 0. ... 0. 0. 0.]
"De fácil uso, para llevarlo a todos lados. Excelente.","['fácil', 'uso', 'llevarlo', 'lados', 'excelente']",[0. 0. 0. ... 0. 0. 0.]
Es perfecto para llevar en la cartera. Me encanta lo práctico que es.,"['perfecto', 'llevar', 'cartera', 'encanta', 'práctico']",[0. 0. 0. ... 0. 0. 0.]
"Buen producto. Sin embargo, al ser aerosol puede no ser útil para algunos","['buen', 'producto', 'embargo', 'ser', 'aerosol', 'puede', 'ser', 'útil']",[0.         0.         0.         ... 0.         0.         0.39282969]
"No deja la piel blanca, spray se dispersa mucho por momentos.","['deja', 'piel', 'blanca', 'spray', 'dispersa', 'momentos']",[0. 0. 0. ... 0. 0. 0.]
"Lo ame me encanto, es maravilloso, no es cargoso como otros bloqueadores, es muy pequeño eso si. Pero me gusta","['ame', 'encanto', 'maravilloso', 'cargoso', 'bloqueadores', 'pequeño', 'si', 'gusta']",[0. 0. 0. ... 0. 0. 0.]
Es ideal para aplicar cuando andas en la calle,"['ideal', 'aplicar', 'andas', 'calle']",[0. 0. 0. ... 0. 0. 0.]
"El aroma es rico, tiene una bruma amplia que no deja focalizada la aplicación, es muy bueno, no tuve ninguna reacción con mi piel ultra sensible, además es ideal para reaplicar cuando uno se maquilla.","['aroma', 'rico', 'bruma', 'amplia', 'deja', 'focalizada', 'aplicación', 'bueno', 'ninguna', 'reacción', 'piel', 'ultra', 'sensible', 'además', 'ideal', 'reaplicar', 'maquilla']",[0. 0. 0. ... 0. 0. 0.]
"Es excelente para el retoque después del maquillaje, tiene efecto mate, lo recomiendo","['excelente', 'retoque', 'después', 'maquillaje', 'efecto', 'mate', 'recomiendo']",[0. 0. 0. ... 0. 0. 0.]
"Fácil de usar, no deja el rostro con brillo","['fácil', 'usar', 'deja', 'rostro', 'brillo']",[0. 0. 0. ... 0. 0. 0.]
Buen formato para retocar bloqueador solar,"['buen', 'formato', 'retocar', 'bloqueador', 'solar']",[0. 0. 0. ... 0. 0. 0.]
El tamaño corresponde a la imagen,"['tamaño', 'corresponde', 'imagen']",[0. 0. 0. ... 0. 0. 0.]
"Como retoque ayuda, sin embargo, no deja mate, por lo que si utilizamos maquillaje, de igual forma hay que pasarle algo encima para matificarlo. Como dije en el título, es un buen producto, pero lamentablemente es bastante costoso respecto a su tamaño y duración.","['retoque', 'ayuda', 'embargo', 'deja', 'mate', 'si', 'utilizamos', 'maquillaje', 'igual', 'forma', 'pasarle', 'encima', 'matificarlo', 'dije', 'título', 'buen', 'producto', 'lamentablemente', 'bastante', 'costoso', 'respecto', 'tamaño', 'duración']",[0. 0. 0. ... 0. 0. 0.]
No es totalmente invisible pero se difumina fácilmente,"['totalmente', 'invisible', 'difumina', 'fácilmente']",[0. 0. 0. ... 0. 0. 0.]
"Indicaba que venía con un producto de regalo, pero cobraron por todo","['indicaba', 'venía', 'producto', 'regalo', 'cobraron']",[0. 0. 0. ... 0. 0. 0.]
El olor es muy fuerte y deja ardiendo demasiado los ojos y nariz,"['olor', 'fuerte', 'deja', 'ardiendo', 'demasiado', 'ojos', 'nariz']",[0. 0. 0. ... 0. 0. 0.]
en encanta que cuando sale sea como una bruma es mas fácil de disipar en el rostro y cuello,"['encanta', 'sale', 'bruma', 'mas', 'fácil', 'disipar', 'rostro', 'cuello']",[0. 0. 0. ... 0. 0. 0.]
"Es ideal para el bolso, deja la piel ligera y puede usarse post maquillaje, no deja la piel blanca ni pesada. Lo volvería a comprar!","['ideal', 'bolso', 'deja', 'piel', 'ligera', 'puede', 'usarse', 'post', 'maquillaje', 'deja', 'piel', 'blanca', 'pesada', 'volvería', 'comprar']",[0. 0. 0. ... 0. 0. 0.]
"Es tan bueno q deja el rostro como terciopelo no parece q tuvieras bloqueador, imprescindible en nuestras carteras","['tan', 'bueno', 'q', 'deja', 'rostro', 'terciopelo', 'parece', 'q', 'bloqueador', 'imprescindible', 'carteras']",[0. 0. 0. ... 0. 0. 0.]
"Fue muy bueno , cumple con sus descripciones","['bueno', 'cumple', 'descripciones']",[0. 0. 0. ... 0. 0. 0.]
Me encantan los protectores solares de La Roche Posay. Protegen muy bien y vienen en fórmulas muy prácticas. Este es excelente para viajes pues permite reaplicar sin tener que utilizar los dedos en la cara.,"['encantan', 'protectores', 'solares', 'roche', 'posay', 'protegen', 'bien', 'vienen', 'fórmulas', 'prácticas', 'excelente', 'viajes', 'pues', 'permite', 'reaplicar', 'tener', 'utilizar', 'dedos', 'cara']",[0. 0. 0. ... 0. 0. 0.]
El envío súper rápido y la calidad muy buena estoy feliz con mi compra,"['envío', 'súper', 'rápido', 'calidad', 'buena', 'feliz', 'compra']",[0. 0. 0. ... 0. 0. 0.]
"La bruna no es refrescante, se percibe poco eso si. Me irrita los ojos y hace que unos transpire un poco en contacto con el sol, se vuelve mas aceitoso. No me gusto.","['bruna', 'refrescante', 'percibe', 'si', 'irrita', 'ojos', 'hace', 'transpire', 'contacto', 'sol', 'vuelve', 'mas', 'aceitoso', 'gusto']",[0. 0. 0. ... 0. 0. 0.]
Es tal cual me lo recomendaron,"['tal', 'recomendaron']",[0. 0. 0. ... 0. 0. 0.]
Un excelente bloqueador,"['excelente', 'bloqueador']",[0. 0. 0. ... 0. 0. 0.]
Un precio accesible con facilidad para comprar a través de la web además que es exactamente como en la foto de la web,"['precio', 'accesible', 'facilidad', 'comprar', 'través', 'web', 'además', 'exactamente', 'foto', 'web']",[0. 0. 0. ... 0. 0. 0.]
"Excelente producto, tu rostro lo merece","['excelente', 'producto', 'rostro', 'merece']",[0. 0. 0. ... 0. 0. 0.]
"El tamaño es ideal puedo llevarlo en la carters y es de muy buena caludad, yo lo uso hace años.","['tamaño', 'ideal', 'puedo', 'llevarlo', 'carters', 'buena', 'caludad', 'uso', 'hace', 'años']",[0. 0. 0. ... 0. 0. 0.]
El protector adecuado para mi,"['protector', 'adecuado']",[0. 0. 0. ... 0. 0. 0.]
"Son muy buenos protectores para la piel, además que no la resecan, más bien la hidratan","['buenos', 'protectores', 'piel', 'además', 'resecan', 'bien', 'hidratan']",[0. 0. 0. ... 0. 0. 0.]
Lo uso hace años y desde que lo hago no me sale ni una peca nueva en el rostro. Like,"['uso', 'hace', 'años', 'hago', 'sale', 'peca', 'nueva', 'rostro', 'like']",[0. 0. 0. ... 0. 0. 0.]
Es un buen producto te protege bien del sol es pequeño,"['buen', 'producto', 'protege', 'bien', 'sol', 'pequeño']",[0. 0. 0. ... 0. 0. 0.]
"Es un excelente producto, lo uso hace mucho tiempo, cumple mis expectativas","['excelente', 'producto', 'uso', 'hace', 'tiempo', 'cumple', 'expectativas']",[0. 0. 0. ... 0. 0. 0.]
El producto ideal para mi persona,"['producto', 'ideal', 'persona']",[0. 0. 0. ... 0. 0. 0.]
Lo mejor protección que he adquirido,"['mejor', 'protección', 'adquirido']",[0. 0. 0. ... 0. 0. 0.]
"ESte producto es excelente, lo uso hace años y no me sale ni una peca más desde que lo uso en el rostro.","['producto', 'excelente', 'uso', 'hace', 'años', 'sale', 'peca', 'uso', 'rostro']",[0. 0. 0. ... 0. 0. 0.]
"Lo uso hace años, me va muy bien, cumple su objetivo.","['uso', 'hace', 'años', 'va', 'bien', 'cumple', 'objetivo']",[0. 0. 0. ... 0. 0. 0.]
"En consistencia muy grasoso, se retira fácil a la fricción, lo usé con mi niño y le dio insolación, siendo de 90 Pf incluso, muy decepcionada, me gaste medio tuvo en 1 solo día con mi niño y no lo protegió adecuadamente, al contrario le dejó la piel enrojecida no se si por el alcohol que contiene o etc. Pero no lo recomendaría...","['consistencia', 'grasoso', 'retira', 'fácil', 'fricción', 'usé', 'niño', 'dio', 'insolación', 'siendo', 'pf', 'incluso', 'decepcionada', 'gaste', 'medio', 'solo', 'día', 'niño', 'protegió', 'adecuadamente', 'contrario', 'dejó', 'piel', 'enrojecida', 'si', 'alcohol', 'contiene', 'etc', 'recomendaría']",[0. 0. 0. ... 0. 0. 0.]
Es tal cual la foto y es original,"['tal', 'foto', 'original']",[0. 0. 0. ... 0. 0. 0.]
"El producto lo encontré al mejor precio del mercado, coincide en todas las características publicadas en la página, Marca reconocida en el mercado en cuanto a protección de piel","['producto', 'encontré', 'mejor', 'precio', 'mercado', 'coincide', 'todas', 'características', 'publicadas', 'página', 'marca', 'reconocida', 'mercado', 'cuanto', 'protección', 'piel']",[0. 0. 0. ... 0. 0. 0.]
"No irrita la piel, se mantiene firme y se ve bien en la piel","['irrita', 'piel', 'mantiene', 'firme', 've', 'bien', 'piel']",[0. 0. 0. ... 0. 0. 0.]
"Es un buen protector, gusta más que la protección química de Isdin. Lo recomendaría para pieles sensibles","['buen', 'protector', 'gusta', 'protección', 'química', 'isdin', 'recomendaría', 'pieles', 'sensibles']",[0. 0. 0. ... 0. 0. 0.]
"Es tal cual se muestra en la imagen , y cumple todas mis expectativas Muy buena calidad","['tal', 'muestra', 'imagen', 'cumple', 'todas', 'expectativas', 'buena', 'calidad']",[0. 0. 0. ... 0. 0. 0.]
Lo tuve que cambiar de talla Era grande,"['cambiar', 'talla', 'grande']",[0. 0. 0. ... 0. 0. 0.]
Corresponde a la foto y tamaño ami me dejo la cara muy blanco a pesar que me eche unas pequeñas gotas,"['corresponde', 'foto', 'tamaño', 'ami', 'dejo', 'cara', 'blanco', 'pesar', 'eche', 'unas', 'pequeñas', 'gotas']",[0. 0. 0. ... 0. 0. 0.]
"El producto es el de la foto, el tamaño corresponde y dura bastante. Muy buena calidad y no irrita nada PERO deja muchísimo rastro blanco y es difícil de difuminar, ojo a eso porque incluso en pieles claras se nota bastante","['producto', 'foto', 'tamaño', 'corresponde', 'dura', 'bastante', 'buena', 'calidad', 'irrita', 'deja', 'muchísimo', 'rastro', 'blanco', 'difícil', 'difuminar', 'ojo', 'incluso', 'pieles', 'claras', 'nota', 'bastante']",[0. 0. 0. ... 0. 0. 0.]
"En realidad recien estoy probando este bloqueador solar,e esta yendo bien, me llegó igual que la foto, el tamaño corresponde al que indican en la imagen de la página","['realidad', 'recien', 'probando', 'bloqueador', 'solare', 'yendo', 'bien', 'llegó', 'igual', 'foto', 'tamaño', 'corresponde', 'indican', 'imagen', 'página']",[0. 0. 0. ... 0. 0. 0.]
"Buena cobertura de protección, protege bien el rostro, no es oleoso. Deja el rostro con una capa blanca. En mi caso que tengo una tez bronceada, suelo colocarme un BB cream con color adicional para emparejar el tono, en el caso de personas de tez clara es posible que no se note.","['buena', 'cobertura', 'protección', 'protege', 'bien', 'rostro', 'oleoso', 'deja', 'rostro', 'capa', 'blanca', 'caso', 'tez', 'bronceada', 'suelo', 'colocarme', 'bb', 'cream', 'color', 'adicional', 'emparejar', 'tono', 'caso', 'personas', 'tez', 'clara', 'posible', 'note']",[0. 0. 0. ... 0. 0. 0.]
"1- Es una sobrecamisa y por tanto grande 2- Mi talla es L o XL y la talla M es muy grande Es muy bonita y recomendable pero con estas salvedades,","['sobrecamisa', 'grande', 'talla', 'l', 'xl', 'talla', 'm', 'grande', 'bonita', 'recomendable', 'salvedades']",[0. 0. 0. ... 0. 0. 0.]
No lo recomiendo deja la cara demasiado blanca,"['recomiendo', 'deja', 'cara', 'demasiado', 'blanca']",[0. 0. 0. ... 0. 0. 0.]
Perfecto para mí piel 😍,"['perfecto', 'piel']",[0. 0. 0. ... 0. 0. 0.]
"El tamaño corresponde a la imagen y rinde un montón, excelente calidad.","['tamaño', 'corresponde', 'imagen', 'rinde', 'montón', 'excelente', 'calidad']",[0. 0. 0. ... 0. 0. 0.]
"Excelente calidad, no es grasoso","['excelente', 'calidad', 'grasoso']",[0. 0. 0. ... 0. 0. 0.]
"Excelente cobertura, no queda grasoso en la piel.","['excelente', 'cobertura', 'queda', 'grasoso', 'piel']",[0. 0. 0. ... 0. 0. 0.]
Todo tal cual la descripción,"['tal', 'descripción']",[0. 0. 0. ... 0. 0. 0.]
"Es de buena calidad,estoy contenta con el producto","['buena', 'calidadestoy', 'contenta', 'producto']",[0. 0. 0. ... 0. 0. 0.]
"Excelente calidad, es broderie, la blusa es oversize, la talla M es como un XL o L. blusa que se realiza cualquier tenida","['excelente', 'calidad', 'broderie', 'blusa', 'oversize', 'talla', 'm', 'xl', 'l', 'blusa', 'realiza', 'cualquier']",[0. 0. 0. ... 0. 0. 0.]
"Es un buen producto, solo que no es invisible","['buen', 'producto', 'solo', 'invisible']",[0. 0. 0. ... 0. 0. 0.]
"Bueno, pero el precio es caro","['bueno', 'precio', 'caro']",[0. 0. 0. ... 0. 0. 0.]
Es de buena calidad de la misma calidad de la foto,"['buena', 'calidad', 'misma', 'calidad', 'foto']",[0. 0. 0. ... 0. 0. 0.]
"Indiquen por favor si es se trata de una camisa/blusa, o si es una sobre-camisa, que son más grandes en todas las tallas. También, indicar las medidas de la modelo ayuda a decidir la compra on line donde no se cuenta con la posibilidad de medírsela. Y no se puede pedir la talla de otras camisas MNG porque el tamaño difiere según sea el tipo de camisa.","['indiquen', 'favor', 'si', 'trata', 'camisablusa', 'si', 'sobrecamisa', 'grandes', 'todas', 'tallas', 'indicar', 'medidas', 'modelo', 'ayuda', 'decidir', 'compra', 'on', 'line', 'cuenta', 'posibilidad', 'medírsela', 'puede', 'pedir', 'talla', 'camisas', 'mng', 'tamaño', 'difiere', 'según', 'tipo', 'camisa']",[0. 0. 0. ... 0. 0. 0.]
Me deja la cara bien blanca y eso que me he aplicado solo gotitas. Muy insatisfecha,"['deja', 'cara', 'bien', 'blanca', 'aplicado', 'solo', 'gotitas', 'insatisfecha']",[0. 0. 0. ... 0. 0. 0.]
Me encanta. No es grasoso . Y no produce ninguna alteración extra,"['encanta', 'grasoso', 'produce', 'ninguna', 'alteración', 'extra']",[0. 0. 0. ... 0. 0. 0.]
Los 2 me gustaron mucho el bloqueador mineral y la ureadin No estoy en la casa en el momento,"['gustaron', 'bloqueador', 'mineral', 'ureadin', 'casa', 'momento']",[0. 0. 0. ... 0. 0. 0.]
"buena calidad según mis expectativas y es como el de la foto,","['buena', 'calidad', 'según', 'expectativas', 'foto']",[0. 0. 0. ... 0. 0. 0.]
"Es muy buena calidad, el tamaño debería ser más grande","['buena', 'calidad', 'tamaño', 'debería', 'ser', 'grande']",[0. 0. 0. ... 0. 0. 0.]
"Es buenazo en cuanto a textura , sin embargo te deja la cara un poco blanca .","['buenazo', 'cuanto', 'textura', 'embargo', 'deja', 'cara', 'blanca']",[0. 0. 0. ... 0. 0. 0.]
excelente calidad y buen precio,"['excelente', 'calidad', 'buen', 'precio']",[0. 0. 0. ... 0. 0. 0.]
"La talla, es un poco grande","['talla', 'grande']",[0. 0. 0. ... 0. 0. 0.]
"LO RECOMIENDO PARA PIELES ARCHI ULTRA EXTRA HIPER SENSIBLES Y DELICADAS, PROTEGE AL MÁXIMO","['recomiendo', 'pieles', 'archi', 'ultra', 'extra', 'hiper', 'sensibles', 'delicadas', 'protege', 'máximo']",[0. 0. 0. ... 0. 0. 0.]
Buena calidad. Su cobertura es alta. La piel te queda literalmente blanca.,"['buena', 'calidad', 'cobertura', 'alta', 'piel', 'queda', 'literalmente', 'blanca']",[0. 0. 0. ... 0. 0. 0.]
"Es de buena calidad. Sin embargo para quienes no soportar el blanco que dejan los protectores en sí se recomienda compren otro, ya que el blanco es muy notorio","['buena', 'calidad', 'embargo', 'soportar', 'blanco', 'dejan', 'protectores', 'recomienda', 'compren', 'blanco', 'notorio']",[0. 0. 0. ... 0. 0. 0.]
"Es agradable a la piel, fluye bien. Pero ojo, te deja algo pálida la piel por un tiempo, y yo ya soy de por si. Póntela 1hr antes de salir.","['agradable', 'piel', 'fluye', 'bien', 'ojo', 'deja', 'pálida', 'piel', 'tiempo', 'si', 'póntela', 'hr', 'salir']",[0. 0. 0. ... 0. 0. 0.]
es demasiado blanco cuando uno se lo aplica y no tiene buena fragancia,"['demasiado', 'blanco', 'aplica', 'buena', 'fragancia']",[0. 0. 0. ... 0. 0. 0.]
Solo me eché un poco cuando hicieron la activación y la verdad que la textura y la absorción es de primera. Se nota que le pusieron cariño. Vengo de eucerin,"['solo', 'eché', 'hicieron', 'activación', 'verdad', 'textura', 'absorción', 'primera', 'nota', 'pusieron', 'cariño', 'vengo', 'eucerin']",[0. 0. 0. ... 0. 0. 0.]
